AvgMonthlyCharge,AvgTenure,Churn,ChurnedCustomers,ChurnFlag,ChurnRate,Contract,customerID,Dependents,DeviceProtection,gender,TotalCustomers,Sum of TotalCharges,TenureGroup,Sum of tenure,TechSupport,StreamingTV,StreamingMovies,Sum of SeniorCitizen,PhoneService,PaymentMethod,Partner,PaperlessBilling,OnlineSecurity,OnlineBackup,MultipleLines,Sum of MonthlyCharges,InternetService,MRR_At_Risk
79.25,3,Yes,1,1,1,Month-to-month,6110-OHIHY,No,No,Male,1,267.6,0-12,3,No,Yes,No,0,Yes,Electronic check,No,No,No,No,No,79.25,Fiber optic,79.25
19.1,1,Yes,1,1,1,Month-to-month,6121-VZNQB,No,No,Female,1,19.1,0-12,1,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,19.1,No,19.1
84.95,16,Yes,1,1,1,Month-to-month,6127-ISGTU,No,No,Female,1,1378.25,13-24,16,No,Yes,No,0,Yes,Electronic check,Yes,Yes,No,No,Yes,84.95,Fiber optic,84.95
45.65,1,Yes,1,1,1,Month-to-month,6128-CZOMY,No,No,Female,1,45.65,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,45.65,DSL,45.65
71.55,1,Yes,1,1,1,Month-to-month,6140-QNRQQ,No,No,Male,1,71.55,0-12,1,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,71.55,Fiber optic,71.55
19.65,1,Yes,1,1,1,Month-to-month,6141-OOXUQ,No,No,Male,1,19.65,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.65,No,19.65
44.35,1,Yes,1,1,1,Month-to-month,6142-VSJQO,Yes,No,Female,1,44.35,0-12,1,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,44.35,DSL,44.35
79.9,3,Yes,1,1,1,Month-to-month,6161-UUUTA,No,No,Male,1,260.9,0-12,3,No,Yes,No,1,Yes,Electronic check,No,Yes,No,No,No,79.9,Fiber optic,79.9
69.75,2,Yes,1,1,1,Month-to-month,6166-ILMNY,No,No,Female,1,144.55,0-12,2,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,69.75,Fiber optic,69.75
70.3,3,Yes,1,1,1,Month-to-month,6168-WFVVF,No,No,Female,1,235.5,0-12,3,No,No,No,1,Yes,Electronic check,No,Yes,No,No,No,70.3,Fiber optic,70.3
84.5,49,Yes,1,1,1,Month-to-month,6172-FECYY,Yes,No,Male,1,4254.85,49-60,49,No,Yes,No,0,Yes,Electronic check,Yes,No,No,No,Yes,84.5,Fiber optic,84.5
83.35,47,Yes,1,1,1,Month-to-month,6173-ITPWD,No,Yes,Male,1,4065,37-48,47,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,83.35,Fiber optic,83.35
78.3,12,Yes,1,1,1,Month-to-month,6178-KFNHS,Yes,No,Female,1,909.25,0-12,12,No,No,No,0,Yes,Electronic check,No,Yes,Yes,No,Yes,78.3,Fiber optic,78.3
108.15,43,Yes,1,1,1,Month-to-month,6179-GJPSO,No,No,Female,1,4600.7,37-48,43,Yes,Yes,Yes,1,Yes,Credit card (automatic),No,Yes,Yes,Yes,No,108.15,Fiber optic,108.15
80.1,3,Yes,1,1,1,Month-to-month,6204-IEUXJ,No,Yes,Female,1,217.55,0-12,3,Yes,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,80.1,Fiber optic,80.1
58.6,25,Yes,1,1,1,Month-to-month,6207-WIOLX,Yes,Yes,Female,1,1502.65,25-36,25,No,Yes,Yes,0,No,Credit card (automatic),Yes,Yes,Yes,Yes,No phone service,58.6,DSL,58.6
99.45,9,Yes,1,1,1,Month-to-month,6210-KBBPI,No,No,Male,1,919.4,0-12,9,No,Yes,Yes,1,Yes,Credit card (automatic),No,Yes,No,Yes,Yes,99.45,Fiber optic,99.45
55.15,22,Yes,1,1,1,Month-to-month,6214-EDAKZ,Yes,No,Female,1,1206.05,13-24,22,Yes,No,No,0,Yes,Electronic check,Yes,No,No,Yes,No,55.15,DSL,55.15
73.25,2,Yes,1,1,1,Month-to-month,6221-AVQYL,No,No,Male,1,131.05,0-12,2,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,Yes,73.25,Fiber optic,73.25
69,15,Yes,1,1,1,Month-to-month,6227-HWPWX,Yes,No,Female,1,994.8,13-24,15,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,69,Fiber optic,69
85,1,Yes,1,1,1,Month-to-month,6230-BSUXY,No,Yes,Female,1,85,0-12,1,No,No,Yes,1,Yes,Electronic check,No,Yes,No,No,No,85,Fiber optic,85
28.45,5,Yes,1,1,1,Month-to-month,6235-VDHOM,No,No,Female,1,131.05,0-12,5,No,No,No,1,No,Electronic check,No,No,No,Yes,No phone service,28.45,DSL,28.45
35,18,Yes,1,1,1,Month-to-month,6240-EURKS,Yes,No,Female,1,553,13-24,18,No,No,Yes,0,No,Electronic check,No,Yes,No,No,No phone service,35,DSL,35
86.2,2,Yes,1,1,1,Month-to-month,6275-YDUVO,No,Yes,Female,1,178.7,0-12,2,No,No,Yes,0,Yes,Mailed check,No,Yes,No,No,No,86.2,Fiber optic,86.2
90.5,22,Yes,1,1,1,Month-to-month,6284-AHOOQ,No,No,Male,1,1910.6,13-24,22,Yes,Yes,No,1,Yes,Bank transfer (automatic),No,Yes,No,No,Yes,90.5,Fiber optic,90.5
79.35,22,Yes,1,1,1,Month-to-month,6298-QDFNH,No,No,Male,1,1730.35,13-24,22,No,No,No,0,Yes,Electronic check,No,Yes,No,Yes,Yes,79.35,Fiber optic,79.35
49.9,3,Yes,1,1,1,Month-to-month,6304-IJFSQ,No,No,Male,1,130.1,0-12,3,No,No,No,0,Yes,Mailed check,No,Yes,No,Yes,No,49.9,DSL,49.9
78.9,29,Yes,1,1,1,Month-to-month,6311-UEUME,No,No,Female,1,2384.15,25-36,29,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,No,78.9,Fiber optic,78.9
54.45,53,Yes,1,1,1,Month-to-month,6313-GIDIT,No,Yes,Male,1,2854.55,49-60,53,No,Yes,Yes,1,No,Electronic check,No,Yes,No,Yes,No phone service,54.45,DSL,54.45
29.95,1,Yes,1,1,1,Month-to-month,6317-YPKDH,No,No,Female,1,29.95,0-12,1,No,No,No,0,No,Bank transfer (automatic),No,No,No,Yes,No phone service,29.95,DSL,29.95
90.2,20,Yes,1,1,1,Month-to-month,6319-IEJWJ,Yes,No,Male,1,1776.55,13-24,20,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,No,90.2,Fiber optic,90.2
100.85,8,Yes,1,1,1,Month-to-month,6326-MTTXK,No,No,Male,1,819.55,0-12,8,No,Yes,Yes,0,Yes,Electronic check,No,No,No,Yes,Yes,100.85,Fiber optic,100.85
95.15,11,Yes,1,1,1,Month-to-month,6328-ZPBGN,No,No,Female,1,997.65,0-12,11,No,Yes,Yes,1,Yes,Bank transfer (automatic),No,Yes,No,No,Yes,95.15,Fiber optic,95.15
80.5,11,Yes,1,1,1,Month-to-month,6330-JKLPC,No,No,Male,1,896.9,0-12,11,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,80.5,Fiber optic,80.5
85.25,20,Yes,1,1,1,Month-to-month,6331-EWIEB,No,No,Male,1,1734.5,13-24,20,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,Yes,85.25,Fiber optic,85.25
72.15,10,Yes,1,1,1,Month-to-month,6331-LWDTQ,No,No,Male,1,794.25,0-12,10,No,Yes,Yes,0,Yes,Credit card (automatic),No,Yes,No,No,Yes,72.15,DSL,72.15
40.15,3,Yes,1,1,1,Month-to-month,6338-AVWCY,No,Yes,Male,1,130.75,0-12,3,No,Yes,No,0,No,Mailed check,No,Yes,No,No,No phone service,40.15,DSL,40.15
74.15,10,Yes,1,1,1,Month-to-month,6347-DCUIK,No,No,Male,1,811.8,0-12,10,No,No,No,0,Yes,Mailed check,No,Yes,No,No,Yes,74.15,Fiber optic,74.15
86.45,35,Yes,1,1,1,Month-to-month,6352-TWCAU,No,No,Female,1,3029.1,25-36,35,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,Yes,86.45,Fiber optic,86.45
95.6,1,Yes,1,1,1,Month-to-month,6356-ELRKD,No,No,Female,1,95.6,0-12,1,No,Yes,Yes,0,Yes,Electronic check,No,Yes,Yes,No,No,95.6,Fiber optic,95.6
74.9,1,Yes,1,1,1,Month-to-month,6358-LYNGM,No,No,Male,1,74.9,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,74.9,Fiber optic,74.9
96,24,Yes,1,1,1,Month-to-month,6365-MTGZX,No,No,Male,1,2122.45,13-24,24,Yes,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,96,Fiber optic,96
24.8,1,Yes,1,1,1,Month-to-month,6366-ZGQGL,No,No,Male,1,24.8,0-12,1,No,No,No,0,No,Bank transfer (automatic),No,No,No,No,No phone service,24.8,DSL,24.8
78.8,1,Yes,1,1,1,Month-to-month,6372-RFVNS,No,No,Female,1,78.8,0-12,1,No,Yes,No,0,Yes,Electronic check,Yes,No,No,No,No,78.8,Fiber optic,78.8
77.85,4,Yes,1,1,1,Month-to-month,6376-GAHQE,No,No,Male,1,299.2,0-12,4,No,Yes,No,0,Yes,Electronic check,No,No,No,No,No,77.85,Fiber optic,77.85
70.1,10,Yes,1,1,1,Month-to-month,6379-RXJRQ,No,No,Male,1,659.65,0-12,10,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,70.1,Fiber optic,70.1
73.6,1,Yes,1,1,1,Month-to-month,6390-DSAZX,Yes,No,Female,1,73.6,0-12,1,No,No,No,0,Yes,Mailed check,No,Yes,Yes,No,No,73.6,Fiber optic,73.6
97.65,34,Yes,1,1,1,Month-to-month,6393-WRYZE,No,No,Female,1,3207.55,25-36,34,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,Yes,97.65,Fiber optic,97.65
107.4,48,Yes,1,1,1,Month-to-month,6394-MFYNG,No,Yes,Female,1,5121.3,37-48,48,No,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,107.4,Fiber optic,107.4
55.55,43,Yes,1,1,1,Month-to-month,6397-JNZZG,No,Yes,Female,1,2342.2,37-48,43,No,Yes,Yes,1,No,Credit card (automatic),Yes,No,No,Yes,No phone service,55.55,DSL,55.55
79.05,6,Yes,1,1,1,Month-to-month,6400-BWQKW,No,No,Female,1,434.5,0-12,6,No,No,No,0,Yes,Electronic check,No,Yes,Yes,No,Yes,79.05,Fiber optic,79.05
102.8,25,Yes,1,1,1,Month-to-month,6402-ZFPPI,No,No,Female,1,2660.2,25-36,25,No,Yes,Yes,1,Yes,Mailed check,No,Yes,Yes,Yes,Yes,102.8,Fiber optic,102.8
45.15,9,Yes,1,1,1,Month-to-month,6410-LEFEN,No,No,Female,1,416.45,0-12,9,No,No,No,0,Yes,Electronic check,No,No,No,No,No,45.15,DSL,45.15
89.4,17,Yes,1,1,1,Month-to-month,6413-XKKPU,Yes,Yes,Male,1,1539.45,13-24,17,No,Yes,No,0,Yes,Electronic check,Yes,Yes,Yes,No,No,89.4,Fiber optic,89.4
68.5,1,Yes,1,1,1,Month-to-month,6416-TVAIH,Yes,No,Male,1,68.5,0-12,1,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,68.5,Fiber optic,68.5
74.75,3,Yes,1,1,1,Month-to-month,6424-ELEYH,No,No,Female,1,229.5,0-12,3,No,No,No,0,Yes,Credit card (automatic),Yes,Yes,No,No,Yes,74.75,Fiber optic,74.75
85.4,5,Yes,1,1,1,Month-to-month,6432-TWQLB,No,No,Male,1,401.1,0-12,5,Yes,No,No,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,85.4,Fiber optic,85.4
79.7,7,Yes,1,1,1,Month-to-month,6437-UKHMV,No,No,Female,1,586.05,0-12,7,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,No,79.7,Fiber optic,79.7
87.25,45,Yes,1,1,1,Month-to-month,6439-GTPCA,No,Yes,Female,1,3941.7,37-48,45,Yes,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,87.25,Fiber optic,87.25
69.35,1,Yes,1,1,1,Month-to-month,6457-GIRWB,No,No,Male,1,69.35,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,69.35,Fiber optic,69.35
80.8,1,Yes,1,1,1,Month-to-month,6457-USBER,No,No,Male,1,80.8,0-12,1,No,No,Yes,0,Yes,Electronic check,No,Yes,No,No,No,80.8,Fiber optic,80.8
99.35,47,Yes,1,1,1,Month-to-month,6467-CHFZW,Yes,No,Male,1,4749.15,37-48,47,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,99.35,Fiber optic,99.35
86,2,Yes,1,1,1,Month-to-month,6474-FVJLC,No,No,Male,1,165.45,0-12,2,No,No,Yes,0,Yes,Electronic check,No,Yes,No,No,Yes,86,Fiber optic,86
105,3,Yes,1,1,1,Month-to-month,6496-SLWHQ,No,Yes,Male,1,294.45,0-12,3,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,Yes,Yes,105,Fiber optic,105
94.7,7,Yes,1,1,1,Month-to-month,6502-HCJTI,No,No,Male,1,673.1,0-12,7,No,No,Yes,1,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,94.7,Fiber optic,94.7
69.6,1,Yes,1,1,1,Month-to-month,6502-MJQAE,No,No,Male,1,69.6,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,69.6,Fiber optic,69.6
73.55,1,Yes,1,1,1,Month-to-month,6513-EECDB,No,No,Male,1,73.55,0-12,1,No,No,No,1,Yes,Electronic check,Yes,Yes,No,No,Yes,73.55,Fiber optic,73.55
105,38,Yes,1,1,1,Month-to-month,6518-LGAOV,No,Yes,Female,1,4026.4,37-48,38,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,Yes,105,Fiber optic,105
93.3,1,Yes,1,1,1,Month-to-month,6521-YYTYI,Yes,No,Male,1,93.3,0-12,1,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,Yes,93.3,Fiber optic,93.3
29.95,9,Yes,1,1,1,Month-to-month,6543-CPZMK,Yes,No,Male,1,248.95,0-12,9,No,No,No,0,No,Electronic check,Yes,Yes,No,Yes,No phone service,29.95,DSL,29.95
99.7,30,Yes,1,1,1,Month-to-month,6543-XRMYR,No,No,Female,1,2967.35,25-36,30,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,Yes,Yes,99.7,Fiber optic,99.7
79.2,1,Yes,1,1,1,Month-to-month,6567-HOOPW,No,No,Female,1,79.2,0-12,1,No,Yes,No,1,Yes,Electronic check,No,Yes,No,No,No,79.2,Fiber optic,79.2
49.95,16,Yes,1,1,1,Month-to-month,6581-NQCBA,No,No,Female,1,810.2,13-24,16,Yes,Yes,Yes,0,No,Electronic check,Yes,Yes,No,No,No phone service,49.95,DSL,49.95
88.05,50,Yes,1,1,1,Month-to-month,6583-QGCSI,No,No,Female,1,4367.35,49-60,50,No,Yes,No,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,88.05,Fiber optic,88.05
44.45,1,Yes,1,1,1,Month-to-month,6595-COKXZ,No,No,Female,1,44.45,0-12,1,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,44.45,DSL,44.45
88.95,25,Yes,1,1,1,Month-to-month,6595-YGXIT,No,No,Male,1,2291.2,25-36,25,No,Yes,No,1,Yes,Electronic check,No,Yes,No,Yes,Yes,88.95,Fiber optic,88.95
73.95,34,Yes,1,1,1,Month-to-month,6599-CEBNN,No,No,Female,1,2524.45,25-36,34,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,Yes,No,73.95,Fiber optic,73.95
109.55,47,Yes,1,1,1,Month-to-month,6599-RCLCJ,No,Yes,Male,1,5124.55,37-48,47,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,109.55,Fiber optic,109.55
50.5,1,Yes,1,1,1,Month-to-month,6608-QQLVK,No,Yes,Male,1,50.5,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,50.5,DSL,50.5
100.55,14,Yes,1,1,1,Month-to-month,6615-NGGZJ,No,No,Male,1,1415.55,13-24,14,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,Yes,Yes,100.55,Fiber optic,100.55
19.7,1,Yes,1,1,1,Month-to-month,6615-ZGEDR,No,No,Male,1,19.7,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.7,No,19.7
79.55,1,Yes,1,1,1,Month-to-month,6618-RYATB,No,Yes,Female,1,79.55,0-12,1,No,No,No,0,Yes,Mailed check,No,Yes,No,No,Yes,79.55,Fiber optic,79.55
55.7,1,Yes,1,1,1,Month-to-month,6629-CZTTH,No,No,Male,1,55.7,0-12,1,No,No,Yes,0,Yes,Mailed check,No,Yes,No,No,No,55.7,DSL,55.7
49.2,5,Yes,1,1,1,Month-to-month,6633-MPWBS,No,No,Male,1,216.9,0-12,5,Yes,No,No,0,Yes,Electronic check,No,Yes,No,No,No,49.2,DSL,49.2
70,34,Yes,1,1,1,Month-to-month,6641-XRPSU,No,No,Female,1,2416.1,25-36,34,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,No,70,Fiber optic,70
103.85,53,Yes,1,1,1,Month-to-month,6646-VRFOL,No,Yes,Male,1,5485.5,49-60,53,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,103.85,Fiber optic,103.85
99.8,49,Yes,1,1,1,Month-to-month,6651-AZVTJ,Yes,Yes,Male,1,4872.45,49-60,49,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,Yes,99.8,Fiber optic,99.8
70.3,1,Yes,1,1,1,Month-to-month,6653-CBBOM,No,No,Female,1,70.3,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,70.3,Fiber optic,70.3
104.75,42,Yes,1,1,1,Month-to-month,6661-HBGWL,No,Yes,Female,1,4323.45,37-48,42,No,Yes,Yes,1,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,104.75,Fiber optic,104.75
74.4,3,Yes,1,1,1,Month-to-month,6680-WKXRZ,No,No,Female,1,215.8,0-12,3,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,74.4,Fiber optic,74.4
55.25,40,Yes,1,1,1,Month-to-month,6682-QJDGB,Yes,No,Male,1,2139.2,37-48,40,No,No,No,0,Yes,Mailed check,No,Yes,Yes,Yes,No,55.25,DSL,55.25
98.55,20,Yes,1,1,1,Month-to-month,6683-VLCTZ,No,Yes,Male,1,1842.8,13-24,20,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,No,Yes,98.55,Fiber optic,98.55
85.5,47,Yes,1,1,1,Month-to-month,6686-YPGHK,No,No,Male,1,4042.3,37-48,47,No,No,Yes,1,Yes,Mailed check,No,No,Yes,No,No,85.5,Fiber optic,85.5
102,11,Yes,1,1,1,Month-to-month,6688-UZPWD,No,No,Female,1,1145.35,0-12,11,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,102,Fiber optic,102
50.55,1,Yes,1,1,1,Month-to-month,6689-KXGBO,No,No,Female,1,50.55,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,Yes,No,50.55,DSL,50.55
78.95,5,Yes,1,1,1,Month-to-month,6689-TCZHQ,No,No,Female,1,378.4,0-12,5,No,No,Yes,1,Yes,Electronic check,No,No,No,No,No,78.95,Fiber optic,78.95
91.65,14,Yes,1,1,1,Month-to-month,6692-UDPJC,Yes,No,Female,1,1301,13-24,14,Yes,Yes,No,0,Yes,Electronic check,Yes,Yes,No,No,Yes,91.65,Fiber optic,91.65
43.3,1,Yes,1,1,1,Month-to-month,6702-OHFWR,No,Yes,Male,1,43.3,0-12,1,No,No,Yes,1,No,Electronic check,No,Yes,No,Yes,No phone service,43.3,DSL,43.3
74.9,7,Yes,1,1,1,Month-to-month,6711-FLDFB,No,No,Female,1,541.15,0-12,7,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,74.9,Fiber optic,74.9
87.55,36,Yes,1,1,1,Month-to-month,6711-VTNRE,No,Yes,Female,1,3078.1,25-36,36,Yes,No,Yes,0,Yes,Electronic check,No,Yes,No,No,No,87.55,Fiber optic,87.55
91.25,26,Yes,1,1,1,Month-to-month,6712-OAWRH,No,No,Female,1,2351.8,25-36,26,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,No,No,91.25,Fiber optic,91.25
70.05,5,Yes,1,1,1,Month-to-month,6715-OFDBP,No,Yes,Male,1,346.4,0-12,5,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,70.05,DSL,70.05
85,46,Yes,1,1,1,Month-to-month,6769-DYBQN,No,No,Male,1,3969.4,37-48,46,No,No,Yes,1,Yes,Electronic check,No,No,Yes,No,No,85,Fiber optic,85
21,1,Yes,1,1,1,Month-to-month,6770-XUAGN,Yes,No,Female,1,21,0-12,1,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,21,No,21
104.5,57,Yes,1,1,1,Month-to-month,6771-XWBDM,No,Yes,Female,1,5921.35,49-60,57,No,Yes,Yes,0,Yes,Credit card (automatic),Yes,Yes,No,Yes,Yes,104.5,Fiber optic,104.5
81.7,1,Yes,1,1,1,Month-to-month,6772-KSATR,No,No,Male,1,81.7,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,Yes,No,Yes,81.7,Fiber optic,81.7
19.85,3,Yes,1,1,1,Month-to-month,6776-TLWOI,No,No,Male,1,64.55,0-12,3,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.85,No,19.85
89.6,68,Yes,1,1,1,Month-to-month,6818-WOBHJ,No,No,Female,1,6127.6,61+,68,No,No,Yes,1,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,89.6,Fiber optic,89.6
96.65,13,Yes,1,1,1,Month-to-month,6821-BUXUX,No,No,Female,1,1244.5,13-24,13,No,Yes,No,0,Yes,Electronic check,No,Yes,Yes,Yes,Yes,96.65,Fiber optic,96.65
75.6,23,Yes,1,1,1,Month-to-month,6825-UYPFK,No,No,Female,1,1758.6,13-24,23,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,75.6,Fiber optic,75.6
23.9,13,Yes,1,1,1,Month-to-month,6834-NXDCA,No,No,Female,1,300.8,13-24,13,No,No,No,0,No,Electronic check,No,Yes,No,No,No phone service,23.9,DSL,23.9
60.05,26,Yes,1,1,1,Month-to-month,6839-ITVZJ,Yes,No,Female,1,1616.15,25-36,26,Yes,No,No,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,60.05,DSL,60.05
98.75,47,Yes,1,1,1,Month-to-month,6845-RGTYS,No,Yes,Female,1,4533.7,37-48,47,No,Yes,No,0,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,98.75,Fiber optic,98.75
19.75,1,Yes,1,1,1,Month-to-month,6849-WLEYG,Yes,No,Male,1,19.75,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.75,No,19.75
95.65,1,Yes,1,1,1,Month-to-month,6857-VWJDT,No,No,Female,1,95.65,0-12,1,No,Yes,Yes,0,Yes,Mailed check,No,No,No,No,Yes,95.65,Fiber optic,95.65
20.1,11,Yes,1,1,1,Month-to-month,6861-OKBCE,Yes,No,Female,1,221.35,0-12,11,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,20.1,No,20.1
99.25,7,Yes,1,1,1,Month-to-month,6861-XWTWQ,No,Yes,Male,1,665.45,0-12,7,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,No,Yes,99.25,Fiber optic,99.25
48.95,1,Yes,1,1,1,Month-to-month,6876-ADESB,Yes,Yes,Male,1,48.95,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,No,No,48.95,DSL,48.95
78.55,18,Yes,1,1,1,Month-to-month,6877-LGWXO,No,No,Male,1,1422.65,13-24,18,No,No,Yes,1,Yes,Electronic check,Yes,No,No,No,No,78.55,Fiber optic,78.55
84.8,1,Yes,1,1,1,Month-to-month,6877-TJMBR,No,No,Male,1,84.8,0-12,1,Yes,Yes,No,0,Yes,Electronic check,Yes,Yes,No,No,No,84.8,Fiber optic,84.8
91.65,4,Yes,1,1,1,Month-to-month,6892-EZDTG,No,No,Female,1,365.4,0-12,4,No,Yes,No,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,91.65,Fiber optic,91.65
104.25,24,Yes,1,1,1,Month-to-month,6892-XPFPU,No,Yes,Male,1,2433.9,13-24,24,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,104.25,Fiber optic,104.25
75.75,1,Yes,1,1,1,Month-to-month,6894-LFHLY,No,No,Male,1,75.75,0-12,1,No,No,No,1,Yes,Electronic check,No,Yes,No,No,Yes,75.75,Fiber optic,75.75
96.55,37,Yes,1,1,1,Month-to-month,6899-PPEEA,No,No,Female,1,3580.3,37-48,37,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,No,Yes,96.55,Fiber optic,96.55
105.75,26,Yes,1,1,1,Month-to-month,6900-PXRMS,Yes,Yes,Male,1,2710.25,25-36,26,No,Yes,Yes,1,Yes,Electronic check,Yes,No,No,Yes,Yes,105.75,Fiber optic,105.75
50.65,1,Yes,1,1,1,Month-to-month,6905-NIQIN,No,No,Male,1,50.65,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,Yes,No,50.65,DSL,50.65
74.9,15,Yes,1,1,1,Month-to-month,6906-ANDWJ,Yes,No,Male,1,1107.25,13-24,15,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,Yes,74.9,Fiber optic,74.9
99.15,36,Yes,1,1,1,Month-to-month,6907-NZZIJ,No,No,Female,1,3615.6,25-36,36,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,Yes,Yes,99.15,Fiber optic,99.15
76.35,1,Yes,1,1,1,Month-to-month,6910-HADCM,No,Yes,Female,1,76.35,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,No,No,76.35,Fiber optic,76.35
51.75,4,Yes,1,1,1,Month-to-month,6923-EFPNL,No,No,Male,1,201.1,0-12,4,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,Yes,51.75,DSL,51.75
71.3,20,Yes,1,1,1,Month-to-month,6927-WTFIV,No,No,Male,1,1389.2,13-24,20,No,No,No,1,Yes,Credit card (automatic),No,No,No,No,No,71.3,Fiber optic,71.3
80,5,Yes,1,1,1,Month-to-month,6941-PMGEP,No,No,Female,1,412.5,0-12,5,No,No,Yes,0,Yes,Electronic check,No,Yes,No,No,No,80,Fiber optic,80
99,3,Yes,1,1,1,Month-to-month,6956-SMUCM,No,Yes,Female,1,287.4,0-12,3,No,Yes,Yes,0,Yes,Credit card (automatic),No,Yes,Yes,No,No,99,Fiber optic,99
42.9,1,Yes,1,1,1,Month-to-month,6959-UWKHF,No,No,Male,1,42.9,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,42.9,DSL,42.9
76,1,Yes,1,1,1,Month-to-month,6960-HVYXR,No,No,Female,1,76,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,No,Yes,76,Fiber optic,76
80.4,46,Yes,1,1,1,Month-to-month,6961-VCPMC,No,No,Male,1,3605.2,37-48,46,No,No,Yes,1,Yes,Electronic check,Yes,Yes,No,No,No,80.4,Fiber optic,80.4
87.05,8,Yes,1,1,1,Month-to-month,6979-ZNSFF,No,No,Female,1,762.1,0-12,8,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,Yes,87.05,Fiber optic,87.05
